category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
general_fund,276.2,522.2,522.3,401.7,446.1,389.2,395.8,779.0,329.0,569.9,443.5,365.6
grants_revenue,-62.0,-81.5,-67.4,-221.9,-253.2,-306.8,-163.2,-195.2,-263.0,-288.7,-162.1,-112.0
community_development,-7.9,-6.1,-5.1,-1.7,-5.4,-3.4,-6.5,-4.0,-4.8,-3.9,-3.2,-6.0
vehicle_rental_tax,6.7,7.2,1.8,2.3,2.8,3.2,3.6,4.0,4.4,4.8,5.7,6.1
hospital_assessment_fund,11.0,10.2,9.7,8.8,8.2,7.6,12.9,9.3,10.0,10.1,25.5,19.1
housing_trust_fund,19.9,20.7,21.2,16.0,22.9,23.1,22.9,23.3,22.1,22.3,14.5,14.1
other_funds,7.2,7.4,6.6,6.6,7.3,7.1,7.0,7.4,7.6,7.4,16.8,33.2
total_operating_funds,251.2,480.3,489.1,211.8,228.7,120.0,272.6,623.8,105.2,321.9,340.6,320.2
capital_improvement,33.2,26.7,21.5,214.7,203.4,191.4,169.2,163.6,160.7,163.6,156.1,148.6
industrial_commercial_dev,4.5,4.5,4.5,4.2,4.9,4.9,4.9,4.9,4.9,4.9,3.6,3.7
total_capital_funds,37.7,31.3,26.1,218.9,208.3,196.3,174.1,168.5,165.6,168.5,159.7,152.3
total_fund_equity,288.9,511.5,515.2,430.7,437.0,316.2,446.7,792.3,270.8,490.4,500.4,472.5
