category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
payroll,77.3,198.1,100.3,143.6,192.6,139.5,202.6,138.8,139.5,139.5,152.6,143.9
employee_benefits,42.8,51.0,55.7,48.9,55.4,50.5,72.7,50.3,50.5,50.5,55.4,52.2
pension,3.5,-0.6,10.7,81.5,-5.5,-2.3,-5.3,-2.7,609.4,-3.0,-2.2,-1.8
purchases_of_services,51.3,50.3,77.0,78.8,60.0,78.7,56.4,58.0,82.6,79.8,89.5,71.1
materials_equipment,4.3,4.1,4.7,10.8,8.7,9.4,9.4,8.6,10.8,9.7,9.1,12.0
contributions_indemnities,10.6,72.0,4.8,16.2,58.9,12.6,6.0,56.6,11.6,5.0,64.1,13.4
debt_service_short,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,5.8
debt_service_long,106.6,10.4,0.0,0.0,0.2,0.2,7.1,56.0,0.4,0.2,0.2,0.2
interfund_charges,34.6,10.0,0.0,0.0,0.0,13.3,0.2,3.2,0.0,4.2,0.5,20.1
advances_misc_payments,0.0,0.0,0.0,0.0,6.9,6.9,6.9,6.9,6.9,6.9,6.9,31.9
current_year_appropriation,330.8,395.3,253.3,379.8,377.3,308.8,356.1,375.8,911.9,292.8,376.1,348.7
prior_year_expenditures_against_encumbrances,44.2,36.0,23.7,14.0,17.7,24.9,11.0,7.1,4.6,4.1,1.7,1.8
prior_year_salaries_vouchers_payable,43.2,-64.3,60.2,89.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_disbursements,418.2,367.0,337.2,483.1,394.9,333.7,367.2,382.8,916.4,296.9,377.8,350.5
