category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
real_estate_tax,8.6,9.3,6.9,7.0,7.5,20.9,57.8,372.8,147.7,31.2,15.3,5.9
wage_earnings_net_profits,159.2,114.7,128.7,156.6,131.4,121.5,170.1,131.2,148.0,169.9,138.2,117.5
realty_transfer_tax,31.2,30.0,21.2,38.7,25.7,26.6,29.0,18.3,24.5,31.3,30.7,31.9
sales_tax,28.0,34.8,13.9,13.8,15.6,14.2,13.7,16.6,13.2,13.2,28.5,30.0
birt,10.3,8.7,19.7,19.6,2.9,10.6,22.7,6.4,49.4,325.6,44.2,9.4
beverage_tax,6.8,6.7,6.8,7.7,6.3,5.7,6.1,5.7,5.6,6.1,6.3,6.2
other_taxes,9.7,10.5,14.1,10.0,10.7,10.4,10.4,10.9,10.1,13.9,10.9,10.1
locally_generated_non_tax,34.2,31.5,27.4,31.5,29.2,28.5,32.7,30.0,32.9,33.4,32.1,33.8
total_other_govts,9.9,54.7,90.8,52.5,23.8,2.5,5.7,19.2,8.4,8.8,9.9,11.4
total_pica_other_govts,33.0,44.7,32.7,45.8,49.8,38.6,39.4,28.9,54.3,44.7,44.4,47.0
interfund_transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5
total_current_revenue,330.7,345.6,362.1,383.3,303.0,279.7,387.6,640.2,494.1,678.1,360.5,328.7
prior_year_revenue,10.9,2.5,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adjustments,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_cash_receipts,341.6,348.1,362.1,387.2,303.0,279.7,387.6,640.2,494.1,678.1,360.5,328.7
