category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
payroll,56.9,143.2,100.9,102.1,110.1,100.2,138.9,92.8,134.9,92.4,101.4,99.8
employee_benefits,35.0,41.0,32.8,33.8,33.6,41.7,45.4,32.3,36.9,36.1,33.2,54.4
pension,360.2,-1.7,-2.1,17.3,-2.0,-1.8,1.3,-1.6,-1.9,54.8,-1.8,-1.6
purchases_of_services,27.4,56.0,92.4,98.3,76.7,78.8,98.8,94.8,106.6,106.5,101.0,56.8
materials_equipment,2.3,5.3,8.0,4.6,5.5,5.3,5.4,4.3,4.7,3.3,6.6,6.8
contributions_indemnities,9.0,5.7,8.8,1.3,4.0,7.2,1.5,2.7,7.8,18.7,19.3,22.7
debt_service_short,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1
debt_service_long,1.2,2.3,18.8,0.7,7.5,0.8,5.7,10.3,18.9,1.4,12.9,4.1
interfund_charges,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
advances_misc_payments,31.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_year_appropriation,523.8,251.8,259.6,258.1,235.4,232.2,297.0,235.6,308.0,313.2,272.6,217.1
prior_year_expenditures_against_encumbrances,54.5,24.5,12.8,8.5,6.1,3.4,6.1,2.4,4.9,7.1,1.8,1.1
prior_year_salaries_vouchers_payable,68.0,11.4,3.5,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_disbursements,646.3,287.7,275.9,268.1,242.1,235.6,303.1,238.0,312.9,320.3,274.4,318.2
