category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
real_estate_tax,5.9,7.0,5.2,3.9,4.5,13.5,34.0,235.2,71.5,11.7,6.0,11.4
wage_earnings_net_profits,95.8,99.8,76.1,90.2,98.9,84.8,105.4,98.3,97.2,99.1,98.9,87.6
realty_transfer_tax,10.9,9.7,9.8,8.9,9.1,12.6,9.0,5.4,8.8,9.9,11.5,12.8
sales_tax,10.0,11.9,9.9,9.4,10.7,15.5,18.2,22.3,16.6,18.3,22.1,19.3
birt,5.0,8.1,8.5,8.5,-7.5,8.8,6.7,2.6,34.9,210.9,60.5,11.7
other_taxes,7.8,9.5,7.2,6.6,9.4,7.9,6.6,5.7,6.4,12.5,6.8,7.4
locally_generated_non_tax,18.4,19.8,16.7,18.0,18.8,20.1,19.9,16.7,23.0,16.6,21.5,20.4
total_other_govts,4.0,54.8,56.6,164.0,24.6,13.6,17.5,22.0,4.6,8.9,138.2,141.1
total_pica_other_govts,25.0,19.9,16.4,25.3,26.6,20.2,44.0,28.3,31.5,19.5,18.1,9.6
interfund_transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,4.8
total_current_revenue,182.8,240.5,206.4,334.8,195.1,197.0,261.3,436.5,294.5,419.5,383.6,326.1
prior_year_revenue,14.5,84.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adjustments,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_cash_receipts,197.3,325.2,221.4,334.8,195.1,197.0,261.3,436.5,294.5,419.5,383.6,326.1
