category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
payroll,87.6,106.0,112.7,104.1,103.9,155.5,104.7,101.3,109.4,99.4,99.6,139.6
employee_benefits,39.1,41.1,40.2,41.2,42.4,36.1,36.3,44.2,33.9,39.0,44.0,33.8
pension,3.7,-2.8,13.4,49.2,-2.8,1.7,-2.7,-2.0,211.0,85.0,-2.4,-3.9
purchases_of_services,22.2,29.6,92.6,129.4,101.7,90.5,79.2,87.7,94.6,92.7,67.5,82.4
materials_equipment,1.5,1.5,5.9,6.2,4.1,3.1,6.9,3.8,6.2,10.5,5.4,6.0
contributions_indemnities,5.7,0.5,11.5,9.8,2.4,10.7,2.6,6.1,12.6,2.8,4.0,58.6
debt_service_short,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
debt_service_long,8.5,29.7,0.0,5.0,5.7,6.4,16.8,7.3,1.4,0.5,19.8,0.0
interfund_charges,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
advances_misc_payments,0.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_year_appropriation,168.6,230.3,276.3,344.9,257.4,304.0,243.8,248.4,469.1,329.9,237.9,321.5
prior_year_expenditures_against_encumbrances,46.1,0.0,16.5,36.6,4.9,16.6,2.8,5.3,1.4,1.7,2.4,1.0
prior_year_salaries_vouchers_payable,50.2,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_disbursements,264.9,243.3,292.8,381.5,262.3,320.6,246.6,253.7,470.5,331.6,240.3,322.5
