category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
payroll,69.7,172.3,133.4,127.2,135.9,124.4,124.4,124.4,173.5,124.4,136.0,128.2
employee_benefits,45.8,36.2,65.6,33.7,53.1,48.5,48.5,48.5,67.9,48.5,53.1,50.0
pension,3.7,-6.5,4.8,64.2,-6.3,-2.5,-7.0,-5.6,511.9,95.0,-3.1,-2.6
purchases_of_services,42.6,50.8,76.3,89.1,83.3,67.1,60.0,63.5,79.5,80.5,59.9,78.6
materials_equipment,3.0,3.8,8.5,6.8,9.1,7.6,7.8,6.8,7.8,9.0,8.6,8.9
contributions_indemnities,14.3,5.0,10.2,8.8,9.8,3.3,4.4,5.5,11.9,5.7,106.5,10.6
debt_service_short,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
debt_service_long,96.1,0.5,0.0,0.6,0.0,13.2,8.3,21.3,0.5,0.0,0.0,11.4
interfund_charges,0.4,0.0,0.0,0.0,0.0,1.4,0.1,1.8,0.0,0.1,0.9,5.9
advances_misc_payments,0.0,0.0,0.0,0.0,0.0,7.3,7.3,7.3,7.3,7.3,7.3,7.3
current_year_appropriation,275.5,262.2,298.9,330.4,284.9,270.2,253.8,273.5,860.3,370.6,369.2,303.3
prior_year_expenditures_against_encumbrances,38.3,25.3,19.3,9.0,7.1,4.2,9.6,6.4,5.9,2.7,1.0,2.0
prior_year_salaries_vouchers_payable,77.4,-24.5,-9.5,89.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_disbursements,391.2,263.0,308.8,429.2,292.1,274.4,263.4,279.9,866.2,373.3,370.2,305.3
