category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
payroll,73.7,111.6,99.0,99.2,136.1,96.3,103.8,106.6,96.5,97.2,142.1,128.8
employee_benefits,38.1,39.5,36.4,39.0,41.2,36.6,40.0,37.5,42.6,40.8,36.0,33.5
pension,3.7,-6.3,6.6,82.4,-4.4,-0.6,-6.0,-4.1,481.3,-4.3,3.1,3.1
purchases_of_services,53.1,46.2,51.3,74.4,47.5,45.4,39.9,60.4,73.4,53.7,56.7,66.4
materials_equipment,2.0,5.7,8.9,5.2,6.1,4.6,6.2,4.7,5.4,4.7,7.9,5.6
contributions_indemnities,11.0,7.8,8.7,1.8,5.2,12.0,3.1,1.7,10.2,3.7,48.9,1.5
debt_service_short,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
debt_service_long,53.1,7.7,0.0,0.4,6.1,5.4,30.7,0.6,0.2,0.0,3.5,12.1
interfund_charges,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
advances_misc_payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_year_appropriation,235.2,212.2,211.0,302.3,237.7,199.6,217.8,207.4,709.6,195.8,298.2,259.4
prior_year_expenditures_against_encumbrances,39.6,22.9,13.7,6.2,3.4,1.4,1.2,5.5,5.4,0.6,3.3,3.1
prior_year_salaries_vouchers_payable,67.0,-5.0,3.0,39.3,-53.9,49.9,-32.7,32.1,-86.4,94.6,-12.2,0.0
total_disbursements,341.9,230.1,227.7,347.8,187.2,250.9,186.3,245.1,628.6,291.1,289.3,262.5
