category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
real_estate_tax,9.1,7.4,5.4,7.2,4.9,13.3,34.3,201.1,79.7,18.4,6.5,7.4
wage_earnings_net_profits,95.9,105.8,89.9,96.1,103.6,92.0,119.1,88.0,114.6,103.1,114.4,93.4
realty_transfer_tax,21.8,20.6,15.8,18.2,12.4,14.4,18.5,11.4,14.4,13.7,20.5,17.4
sales_tax,12.0,10.7,11.3,9.3,13.2,11.0,12.0,12.4,10.2,10.7,12.1,11.2
birt,7.4,3.3,14.2,-1.0,-4.1,1.6,14.5,30.1,25.3,176.7,146.4,23.8
other_taxes,5.2,7.5,8.0,6.4,5.9,4.9,4.8,6.5,5.5,8.3,5.6,4.7
locally_generated_non_tax,18.0,22.5,19.1,18.9,23.6,41.5,23.2,13.5,20.2,18.3,17.6,35.3
total_other_govts,4.1,137.1,6.4,180.9,9.2,13.2,31.1,51.2,54.9,53.7,98.2,50.0
total_pica_other_govts,18.8,33.1,14.7,26.2,15.7,17.9,33.3,27.0,18.7,11.7,27.0,13.0
interfund_transfers,0.0,0.0,0.9,0.4,0.5,0.5,0.4,0.5,0.6,0.5,0.5,23.7
total_current_revenue,192.1,348.0,183.7,380.8,184.9,210.3,289.1,441.5,344.1,415.1,447.3,280.0
prior_year_revenue,49.3,31.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adjustments,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0
total_cash_receipts,249.3,379.0,193.7,360.6,184.9,210.3,289.1,441.5,344.1,415.1,447.3,273.0
