category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
payroll,73.4,186.7,138.4,144.4,144.9,131.9,190.1,131.8,131.9,131.9,144.9,136.1
employee_benefits,47.8,48.5,49.6,51.5,53.5,71.3,70.2,48.5,48.8,48.8,53.5,50.3
pension,3.7,-5.7,4.2,69.6,-6.0,-2.5,-6.5,-3.1,504.6,113.1,-2.0,-2.5
purchases_of_services,38.0,55.6,55.4,63.1,61.9,74.6,58.2,58.3,83.0,80.5,72.3,92.2
materials_equipment,3.6,3.8,8.0,7.1,6.9,8.6,9.8,6.8,8.0,8.7,8.2,10.8
contributions_indemnities,16.7,5.5,56.3,5.6,2.0,59.3,7.7,2.8,55.6,4.8,17.9,47.9
debt_service_short,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
debt_service_long,111.0,0.5,0.0,0.0,0.1,9.4,7.3,29.9,0.6,0.1,0.1,3.2
interfund_charges,3.8,0.0,0.0,0.0,0.0,20.4,0.1,2.8,0.0,3.6,0.5,5.4
advances_misc_payments,0.0,0.0,0.0,0.0,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
current_year_appropriation,298.0,294.8,312.0,341.4,269.9,379.7,343.6,284.5,839.2,398.3,302.1,357.2
prior_year_expenditures_against_encumbrances,39.1,25.7,17.8,11.6,6.9,4.4,9.9,6.3,4.1,3.7,1.6,1.8
prior_year_salaries_vouchers_payable,90.5,27.8,-36.1,144.2,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_disbursements,427.6,348.2,293.7,497.2,282.2,384.1,353.5,290.8,843.3,402.0,303.6,359.0
