category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
real_estate_tax,8.7,9.5,6.5,6.7,7.8,19.3,56.3,355.7,148.6,30.9,15.8,3.4
wage_earnings_net_profits,142.8,119.6,122.3,145.1,125.9,116.4,163.4,125.3,142.4,167.0,134.4,126.0
realty_transfer_tax,38.0,30.7,20.0,29.2,25.7,25.8,28.9,21.8,25.7,27.4,30.7,29.5
sales_tax,25.9,27.8,14.7,13.3,15.3,13.3,12.4,16.6,13.6,11.9,17.9,27.8
birt,5.6,2.3,15.8,16.7,1.7,8.4,16.9,5.1,55.1,270.5,61.2,7.5
beverage_tax,7.1,6.5,6.6,6.6,6.0,5.9,6.6,5.9,5.5,6.6,6.3,7.2
other_taxes,10.9,14.6,9.4,10.3,10.0,9.6,9.6,10.1,9.4,12.9,10.1,9.3
locally_generated_non_tax,27.0,28.3,27.5,22.7,22.1,20.6,22.8,22.4,26.2,24.0,27.6,25.0
total_other_govts,9.2,63.5,80.2,53.9,22.4,3.5,15.2,11.4,13.2,11.5,11.7,15.0
total_pica_other_govts,34.1,41.6,25.4,36.8,44.5,16.1,65.7,29.5,54.3,44.7,44.4,38.7
interfund_transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1
total_current_revenue,309.3,344.3,328.3,341.2,281.4,239.0,397.8,603.7,493.9,607.5,360.0,317.5
prior_year_revenue,26.4,23.3,16.4,10.6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
adjustments,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_cash_receipts,335.7,367.6,344.7,351.9,281.5,239.0,398.1,603.7,493.9,607.5,360.0,317.5
