category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
real_estate_tax,7.8,9.5,6.1,7.0,7.0,14.0,48.5,334.7,113.2,26.5,11.6,9.1
wage_earnings_net_profits,109.9,131.7,110.1,126.2,116.5,109.9,135.2,115.0,122.7,145.8,118.0,110.0
realty_transfer_tax,25.6,19.0,17.8,22.8,18.1,20.7,19.7,15.7,21.7,22.4,21.9,24.3
sales_tax,25.1,27.3,11.7,11.8,14.0,10.9,13.7,15.1,12.1,10.0,15.9,14.2
birt,1.9,5.9,11.6,16.2,1.5,5.0,12.9,8.1,46.9,224.7,103.8,7.6
beverage_tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,7.7,7.7,7.7,7.7
other_taxes,9.9,12.7,9.2,10.2,9.3,8.8,8.7,10.6,7.4,13.7,10.2,9.0
locally_generated_non_tax,25.0,28.0,23.5,21.7,22.4,19.9,24.4,23.5,27.2,21.5,24.9,24.2
total_other_govts,11.9,57.3,78.7,56.1,14.4,6.6,14.3,22.5,9.5,11.7,12.3,24.6
total_pica_other_govts,29.7,33.8,31.8,17.8,32.8,27.6,18.5,42.2,36.0,32.4,41.6,43.1
interfund_transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5
total_current_revenue,246.7,325.1,300.5,289.8,236.1,223.3,295.8,595.2,404.4,516.3,367.9,304.4
prior_year_revenue,24.7,0.0,0.0,5.3,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0
adjustments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_cash_receipts,271.4,325.1,300.5,295.1,236.1,223.3,296.1,595.3,404.4,516.3,367.9,304.4
