category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
payroll,72.3,178.4,118.0,122.1,119.2,129.7,119.2,119.2,166.8,119.2,119.2,129.7
employee_benefits,57.1,43.5,53.1,47.0,46.1,50.4,46.0,43.9,62.3,43.9,43.9,48.2
pension,3.7,-7.8,4.5,60.4,-6.6,-1.1,-7.2,-5.6,482.8,107.9,-3.1,-2.6
purchases_of_services,38.2,34.9,64.9,97.6,79.3,69.8,52.9,61.5,76.8,82.7,58.3,78.6
materials_equipment,3.1,2.5,8.1,6.0,8.3,8.4,8.6,6.8,8.6,8.7,8.1,9.8
contributions_indemnities,13.9,2.3,11.9,6.2,8.0,2.7,4.3,5.3,11.5,5.5,98.4,19.3
debt_service_short,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
debt_service_long,92.3,0.5,0.0,0.0,0.5,14.3,9.2,24.7,0.5,0.0,0.0,7.3
interfund_charges,0.0,0.3,0.0,0.0,0.0,1.0,0.1,1.3,0.0,0.1,0.6,5.0
advances_misc_payments,0.0,0.0,0.0,0.0,0.0,1.1,1.2,1.2,1.2,1.2,1.2,1.2
current_year_appropriation,280.6,254.6,260.6,339.3,254.9,276.3,234.3,258.2,810.6,369.1,326.6,301.1
prior_year_expenditures_against_encumbrances,32.6,22.7,10.8,5.0,6.5,3.8,8.8,5.8,5.4,2.5,0.9,1.8
prior_year_salaries_vouchers_payable,63.3,-11.1,57.6,21.7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_disbursements,376.5,266.2,329.0,366.0,270.4,280.1,243.1,264.0,816.0,371.6,327.5,302.9
