category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
payroll,71.0,113.0,102.2,101.4,140.8,101.5,109.9,100.5,101.6,101.3,140.1,101.3
employee_benefits,34.8,42.7,36.1,37.7,42.3,39.2,42.2,42.3,40.7,40.2,43.3,40.6
pension,3.7,-4.2,6.4,59.4,-1.5,-1.5,3.2,-1.5,452.2,106.1,-1.5,-1.5
purchases_of_services,46.8,46.3,61.4,66.9,53.2,51.6,55.0,65.0,78.7,63.2,55.2,54.2
materials_equipment,3.9,4.7,7.9,5.8,4.7,5.8,6.1,5.1,6.0,7.1,6.0,5.9
contributions_indemnities,13.0,3.3,4.5,10.5,42.3,7.8,3.5,3.7,8.1,4.2,2.0,30.4
debt_service_short,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
debt_service_long,8.4,62.9,0.0,0.0,5.2,5.4,31.0,0.5,0.1,0.5,5.5,0.0
interfund_charges,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.3,6.2
advances_misc_payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_year_appropriation,181.6,269.2,218.5,281.7,286.9,209.7,251.4,215.6,687.3,323.0,251.9,245.0
prior_year_expenditures_against_encumbrances,28.0,11.0,6.6,2.8,5.4,3.8,3.0,2.8,2.7,1.8,1.1,1.1
prior_year_salaries_vouchers_payable,31.3,49.6,-22.4,34.7,-4.0,9.0,-5.9,8.9,-5.5,17.1,-0.6,7.4
total_disbursements,240.8,329.8,202.7,319.2,288.4,222.5,248.5,227.3,684.5,341.9,252.4,253.5
