category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
payroll,81.1,118.2,170.6,125.0,112.8,124.0,122.3,114.6,161.2,114.6,114.6,125.4
employee_benefits,49.6,42.0,44.0,47.8,31.9,47.5,40.8,43.5,61.1,43.5,43.5,47.6
pension,3.7,-7.9,-6.5,67.8,-6.6,-1.1,-7.2,-1.8,461.1,114.4,-1.8,-3.9
purchases_of_services,44.4,32.0,77.9,68.1,55.6,75.4,50.6,61.0,68.8,83.2,54.3,73.9
materials_equipment,3.1,3.0,7.6,7.5,5.7,8.2,3.1,6.7,7.4,8.8,6.9,10.8
contributions_indemnities,14.2,5.8,10.4,39.0,14.6,3.4,3.0,5.8,13.1,7.2,65.8,7.7
debt_service_short,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
debt_service_long,77.4,0.9,0.1,0.0,13.0,8.9,23.0,0.0,0.9,4.9,1.0,6.8
interfund_charges,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.7,4.5
advances_misc_payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_year_appropriation,273.7,194.1,304.2,355.2,227.1,266.1,235.5,229.8,773.5,377.9,285.0,277.4
prior_year_expenditures_against_encumbrances,27.9,21.2,10.9,7.5,7.6,2.6,13.8,5.1,3.2,2.1,0.9,1.4
prior_year_salaries_vouchers_payable,73.9,7.1,-25.0,3.4,8.3,-4.3,23.1,0.0,0.0,0.0,0.0,0.0
total_disbursements,375.5,222.4,290.2,366.1,242.9,264.5,272.5,234.9,776.7,380.1,285.9,278.8
