category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
payroll,84.7,118.2,109.5,119.7,108.5,148.0,107.7,105.8,99.8,112.7,142.1,115.2
employee_benefits,46.4,44.4,41.6,42.7,40.0,42.0,43.8,41.4,42.9,40.4,39.5,27.9
pension,3.7,-2.3,-2.9,15.0,388.9,-1.1,1.5,-2.1,-1.7,70.6,-1.5,-7.0
purchases_of_services,26.6,36.5,96.5,75.7,49.0,94.5,125.4,92.5,107.7,108.2,94.2,78.9
materials_equipment,5.2,2.7,9.4,5.7,4.9,7.4,7.0,4.2,5.3,5.9,10.7,10.1
contributions_indemnities,13.9,2.7,9.5,4.6,2.5,9.2,3.4,7.5,9.4,2.1,28.9,30.0
debt_service_short,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3
debt_service_long,16.1,4.5,10.2,0.1,8.3,5.5,13.4,9.0,8.1,0.0,11.8,12.0
interfund_charges,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6
advances_misc_payments,0.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_year_appropriation,196.6,229.8,273.8,263.5,602.1,305.5,302.2,258.3,271.5,339.9,325.8,306.0
prior_year_expenditures_against_encumbrances,52.3,36.0,25.2,10.3,7.1,15.0,19.2,3.2,4.1,5.4,5.8,4.8
prior_year_salaries_vouchers_payable,59.4,26.2,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_disbursements,308.3,292.0,305.6,273.8,609.2,320.5,321.4,261.5,275.6,345.3,331.6,310.8
