category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
payroll,83.2,110.2,113.9,104.2,103.5,142.2,108.4,98.8,109.3,98.1,97.5,146.1
employee_benefits,40.0,34.0,42.4,41.4,40.9,43.8,31.1,41.4,46.3,37.0,38.0,36.1
pension,3.7,-3.4,10.9,51.8,-3.2,1.2,-2.5,-1.8,349.5,89.3,-3.0,0.0
purchases_of_services,52.9,68.2,63.1,66.6,93.3,97.0,86.2,86.8,72.2,133.2,93.7,77.8
materials_equipment,1.9,4.2,7.6,5.0,5.5,4.4,4.1,5.0,4.1,11.4,8.9,9.7
contributions_indemnities,15.1,5.1,3.4,8.9,2.2,9.9,2.1,1.9,8.3,11.5,37.0,0.0
debt_service_short,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
debt_service_long,34.7,1.1,11.1,0.6,5.6,5.9,25.2,1.2,3.4,12.9,5.0,3.7
interfund_charges,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
advances_misc_payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_year_appropriation,234.0,219.4,252.4,278.5,247.8,304.4,254.6,233.3,593.1,393.3,277.1,284.4
prior_year_expenditures_against_encumbrances,51.9,31.1,8.8,5.1,1.9,2.1,1.5,5.4,1.8,4.2,2.7,2.4
prior_year_salaries_vouchers_payable,55.2,45.9,-1.1,-0.9,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_disbursements,341.1,296.4,260.1,282.7,248.8,306.5,256.1,238.7,594.9,397.5,279.8,286.8
