category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
real_estate_tax,7.6,6.9,5.6,5.3,4.0,140.0,35.0,205.8,81.3,18.8,16.7,6.8
wage_earnings_net_profits,94.4,105.3,82.7,93.5,103.5,85.8,114.1,79.1,109.9,98.9,110.4,78.4
realty_transfer_tax,20.5,23.2,17.3,16.9,180.0,19.3,21.3,12.1,15.4,14.6,182.0,13.2
sales_tax,11.3,12.5,10.7,107.0,12.1,10.1,10.2,12.3,10.1,10.6,12.0,12.4
birt,5.0,2.7,12.1,20.9,1.3,17.0,9.6,1.5,26.4,184.7,108.0,18.8
other_taxes,5.3,7.6,5.0,4.0,4.1,4.3,5.4,5.4,4.5,8.2,8.7,8.0
locally_generated_non_tax,15.0,18.2,21.2,19.5,18.0,20.5,25.7,17.8,26.3,15.9,20.4,21.8
total_other_govts,0.0,116.0,105.7,88.4,22.5,17.9,34.2,97.2,103.2,43.7,4.6,9.8
total_pica_other_govts,16.3,27.8,0.0,22.4,24.5,0.0,32.3,40.6,24.9,9.8,19.6,12.6
interfund_transfers,0.2,0.5,0.5,0.0,0.5,0.4,0.0,0.9,0.5,0.5,0.4,21.4
total_current_revenue,175.6,320.7,260.8,281.6,208.5,189.3,287.8,472.7,402.5,405.7,318.9,204.4
prior_year_revenue,106.6,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adjustments,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
total_cash_receipts,289.2,345.8,260.8,281.6,208.5,189.3,287.8,472.7,402.5,405.7,318.9,201.4
