category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
real_estate_tax,10.2,7.1,8.6,8.3,6.4,14.1,45.7,324.7,116.8,24.4,9.9,7.4
wage_earnings_net_profits,125.5,102.5,102.0,110.0,120.9,108.3,137.7,108.2,116.9,138.2,114.2,104.8
realty_transfer_tax,25.0,23.2,18.6,20.1,15.4,18.9,16.4,12.3,17.8,19.6,19.5,23.0
sales_tax,15.1,27.0,11.7,11.0,13.1,10.5,10.8,11.6,10.3,10.1,11.9,11.5
birt,5.3,3.8,18.2,22.2,0.3,5.6,13.9,3.0,46.0,225.6,106.5,6.8
other_taxes,9.8,12.1,8.8,8.2,8.3,8.0,7.6,9.4,7.4,14.4,8.8,8.5
locally_generated_non_tax,22.9,29.2,25.1,21.4,21.9,18.7,21.1,23.7,26.9,19.1,24.1,30.2
total_other_govts,11.8,59.8,69.6,13.7,53.8,9.8,22.0,12.1,9.5,13.8,13.3,12.7
total_pica_other_govts,31.4,28.8,27.4,30.8,30.6,23.3,29.9,26.8,34.9,29.2,36.0,24.4
interfund_transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.5
total_current_revenue,257.1,293.4,290.0,245.7,270.8,217.1,304.9,531.8,386.4,494.2,358.3,233.8
prior_year_revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adjustments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_cash_receipts,257.1,293.4,290.0,245.7,270.8,217.1,304.9,531.8,386.4,494.2,358.3,233.8
