category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
payroll,81.1,118.2,170.6,125.0,114.8,125.6,114.8,114.8,161.1,114.8,114.8,125.6
employee_benefits,49.6,42.0,44.0,47.8,42.8,44.6,42.8,42.8,57.4,42.8,42.8,44.7
pension,3.7,-7.9,-6.5,67.8,-1.8,-1.8,1.9,-1.8,449.2,114.4,-1.8,-3.9
purchases_of_services,44.4,32.0,77.9,68.1,75.1,61.3,52.2,59.9,67.5,81.4,53.4,69.2
materials_equipment,3.1,3.0,7.6,7.5,7.2,6.6,7.8,6.5,7.1,8.3,7.1,10.2
contributions_indemnities,14.2,5.8,10.4,39.0,24.9,12.7,3.6,4.2,9.3,5.1,52.9,5.5
debt_service_short,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
debt_service_long,77.4,0.9,0.1,0.0,0.1,14.4,9.8,21.5,0.9,4.9,1.0,5.9
interfund_charges,0.3,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1.5,0.7,4.5
advances_misc_payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_year_appropriation,273.7,194.1,304.2,355.2,263.1,264.5,232.9,247.8,752.4,373.1,270.9,266.1
prior_year_expenditures_against_encumbrances,27.9,21.2,10.9,7.5,3.4,2.6,3.6,5.1,3.2,2.1,0.9,1.4
prior_year_salaries_vouchers_payable,73.9,7.1,-25.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_disbursements,375.5,222.4,290.2,366.1,266.5,267.2,236.4,252.9,755.6,375.2,271.8,267.5
