category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
real_estate_tax,4.1,8.6,3.7,8.9,7.1,17.5,39.4,238.8,116.3,27.7,9.8,9.5
wage_earnings_net_profits,91.4,109.7,78.8,92.9,101.0,83.1,109.2,87.9,96.9,98.0,109.5,90.1
realty_transfer_tax,19.7,12.5,7.5,9.3,8.7,8.8,9.0,6.0,8.6,9.3,10.8,11.0
sales_tax,21.4,23.4,20.7,19.0,20.7,18.5,18.4,22.6,19.0,19.1,21.0,20.1
birt,2.4,13.0,11.4,4.0,-1.7,4.0,5.0,3.4,15.6,133.1,128.3,32.2
other_taxes,7.7,12.4,9.9,6.6,6.4,5.9,5.8,9.0,5.7,11.9,8.0,8.5
locally_generated_non_tax,20.5,21.2,19.6,19.2,21.7,27.1,24.5,21.4,25.5,19.4,22.4,27.8
total_other_govts,0.2,101.0,91.8,113.5,76.4,21.0,22.9,103.0,26.7,8.5,104.9,37.2
total_pica_other_govts,15.7,26.2,8.1,24.4,28.0,14.1,31.9,29.4,31.5,25.6,36.7,24.0
interfund_transfers,8.4,0.2,0.1,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.2
total_current_revenue,191.5,328.2,251.6,298.0,268.5,200.2,266.2,521.6,346.0,352.8,451.6,262.8
prior_year_revenue,112.2,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adjustments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_cash_receipts,303.7,385.2,251.6,298.0,268.5,200.2,266.2,521.6,346.0,352.8,451.6,262.8
