category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
payroll,72.3,178.4,118.0,122.1,127.0,120.8,120.8,103.8,160.1,119.3,132.1,115.9
employee_benefits,57.1,43.5,53.1,47.0,43.3,42.4,46.1,48.8,50.5,50.3,49.1,57.0
pension,3.7,-7.8,4.5,60.4,-6.3,-2.5,-7.0,-3.1,475.6,113.1,-2.0,-2.5
purchases_of_services,38.2,34.9,64.9,97.6,46.0,76.9,57.8,42.3,73.6,67.3,83.7,51.6
materials_equipment,3.1,2.5,8.1,6.0,5.8,4.7,6.9,4.7,6.0,5.3,5.4,6.1
contributions_indemnities,13.9,2.3,11.9,6.2,2.0,14.1,7.7,2.8,10.4,4.8,107.5,2.7
debt_service_short,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.5,0.0
debt_service_long,92.3,0.5,0.0,0.0,13.2,8.5,22.9,0.5,0.0,0.0,0.4,0.0
interfund_charges,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.0
advances_misc_payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_year_appropriation,280.6,254.6,260.6,339.3,231.0,264.8,255.2,199.9,776.1,361.0,378.8,230.8
prior_year_expenditures_against_encumbrances,32.6,22.7,10.8,5.0,2.9,2.9,2.8,10.6,1.4,4.5,1.7,1.0
prior_year_salaries_vouchers_payable,63.3,-11.1,57.6,21.7,-1.8,10.4,-21.5,14.1,7.6,-15.9,-123.3,136.7
total_disbursements,376.5,266.2,329.0,366.0,232.1,278.2,236.5,224.7,785.1,349.6,257.1,368.5
