category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
payroll,79.5,108.8,122.7,154.3,111.4,122.0,111.4,111.4,111.4,154.9,111.4,111.4
employee_benefits,42.8,42.3,51.8,54.3,42.0,44.1,42.0,42.0,42.2,56.2,42.0,42.0
pension,3.7,-6.5,4.0,55.8,-1.6,-2.8,2.1,-1.6,1110.9,111.8,0.8,0.8
purchases_of_services,39.6,31.6,84.1,68.8,87.8,50.6,46.4,58.4,71.3,80.7,51.9,59.0
materials_equipment,3.2,5.0,8.5,9.1,6.0,5.6,6.5,5.1,6.0,6.9,5.6,7.1
contributions_indemnities,19.4,4.6,4.2,9.9,21.8,14.9,3.5,3.4,9.8,4.7,30.9,17.7
debt_service_short,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
debt_service_long,18.7,66.5,0.1,0.0,0.3,10.6,32.3,1.2,0.5,0.1,0.0,5.2
interfund_charges,0.3,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.4,5.9
advances_misc_payments,0.0,0.0,0.0,0.0,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2
current_year_appropriation,207.2,252.3,275.5,352.2,270.0,261.2,246.4,222.1,1354.4,417.5,245.4,252.4
prior_year_expenditures_against_encumbrances,48.1,19.0,18.2,7.1,12.4,6.9,5.7,5.0,2.7,2.0,1.7,1.5
prior_year_salaries_vouchers_payable,22.8,33.6,2.1,18.1,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_disbursements,278.2,304.9,295.7,377.4,295.1,268.1,252.1,227.1,1357.1,419.5,247.1,253.9
