category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
real_estate_tax,8.2,7.4,7.1,6.9,5.8,14.8,43.0,288.6,117.9,20.9,7.6,8.4
wage_earnings_net_profits,111.4,90.4,94.8,115.9,102.8,107.3,126.5,106.5,107.1,115.5,112.2,96.5
realty_transfer_tax,15.2,13.0,12.7,12.2,12.5,13.9,12.3,9.0,13.2,13.4,14.8,15.5
sales_tax,21.6,23.6,21.4,21.2,22.0,23.3,21.3,26.5,20.5,20.6,25.1,23.6
birt,5.3,5.4,18.8,17.1,-3.3,7.5,8.3,5.5,33.4,205.5,100.7,5.8
other_taxes,7.8,10.7,7.3,7.6,8.6,7.5,7.2,7.5,6.2,13.2,8.1,7.4
locally_generated_non_tax,27.4,23.3,19.9,19.9,23.3,21.0,21.5,22.3,26.8,19.6,24.1,24.3
total_other_govts,2.9,54.0,70.2,61.8,53.4,9.9,11.4,14.9,12.7,13.1,10.9,10.3
total_pica_other_govts,20.2,28.0,24.4,18.7,28.0,25.0,32.1,25.1,36.0,32.3,29.8,25.6
interfund_transfers,0.0,8.4,0.0,0.0,0.0,0.8,0.0,0.0,0.8,0.0,14.0,3.0
total_current_revenue,220.0,264.3,276.5,281.3,253.0,230.9,283.6,505.9,374.6,454.0,347.3,220.3
prior_year_revenue,5.0,15.1,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adjustments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_cash_receipts,224.9,279.4,276.5,297.4,253.0,230.9,283.6,505.9,374.6,454.0,347.3,220.3
