category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
payroll,79.5,108.8,122.7,154.3,107.9,121.0,116.3,110.1,154.5,104.0,132.2,113.2
employee_benefits,42.8,42.3,51.8,54.3,43.0,42.8,40.7,40.8,39.2,41.2,41.3,44.0
pension,3.7,-6.5,4.0,55.8,-7.4,-2.1,-6.1,-5.7,535.8,-2.3,0.8,0.8
purchases_of_services,39.6,31.6,84.1,68.8,52.1,71.0,50.9,57.4,82.9,51.9,65.8,65.6
materials_equipment,3.2,5.0,8.5,9.1,4.4,4.6,5.0,4.9,5.5,6.7,7.4,11.2
contributions_indemnities,19.4,4.6,4.2,9.9,4.4,14.9,2.3,9.8,1.7,3.8,51.3,24.3
debt_service_short,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
debt_service_long,18.7,66.5,0.1,0.0,10.5,9.2,21.0,0.5,0.1,0.0,0.0,6.4
interfund_charges,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3,6.3,4.7
advances_misc_payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_year_appropriation,207.2,252.3,275.5,352.2,214.8,261.3,230.5,217.7,819.7,205.6,305.2,271.1
prior_year_expenditures_against_encumbrances,48.1,19.0,18.2,7.1,3.2,4.5,6.8,2.2,0.5,4.2,3.2,2.8
prior_year_salaries_vouchers_payable,22.8,33.6,2.1,18.1,-23.3,23.1,10.9,-8.9,-115.1,115.5,0.0,0.0
total_disbursements,278.2,304.9,295.7,377.4,194.7,288.9,248.3,211.1,705.1,325.3,308.4,273.9
