category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
payroll,73.7,111.6,99.0,99.2,121.8,99.8,110.4,112.0,99.8,110.4,112.0,135.7
employee_benefits,38.1,39.5,36.4,39.0,40.5,36.0,36.0,39.0,36.0,36.0,39.0,40.5
pension,3.7,-6.3,6.6,82.4,0.0,0.0,3.7,0.0,363.1,101.1,0.0,0.0
purchases_of_services,53.1,46.2,51.3,74.4,58.1,43.0,64.6,46.8,55.1,82.2,45.3,48.9
materials_equipment,2.0,5.7,8.9,5.2,5.1,4.8,5.3,4.2,4.9,5.2,5.0,5.3
contributions_indemnities,11.0,7.8,8.7,1.8,3.1,8.7,3.7,3.9,7.8,7.9,17.9,30.0
debt_service_short,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
debt_service_long,53.1,7.7,0.0,0.4,0.4,8.5,7.6,34.0,0.4,0.8,0.4,6.5
interfund_charges,0.5,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,3.7
advances_misc_payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
current_year_appropriation,235.2,212.2,211.0,302.3,228.9,201.6,231.4,240.0,571.0,343.6,219.6,281.6
prior_year_expenditures_against_encumbrances,39.6,22.9,13.7,6.2,9.7,9.9,7.6,6.3,4.9,4.4,2.8,2.3
prior_year_salaries_vouchers_payable,67.0,-5.0,3.0,39.3,-8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_disbursements,341.9,230.1,227.7,347.8,230.1,211.5,239.0,246.3,575.9,348.0,222.4,283.9
