category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
general_fund,-59.8,22.1,220.7,174.0,111.8,-11.8,2.9,185.7,9.6,97.6,-50.8,-16.2
grants_revenue,59.3,106.0,44.0,44.2,80.7,72.4,87.7,86.5,96.0,61.5,60.0,60.0
community_development,-8.9,-4.9,-3.3,-4.3,-0.3,-0.5,-2.7,-2.4,-4.4,-1.6,-3.0,-3.0
vehicle_rental_tax,5.5,6.0,3.5,3.9,4.3,4.6,5.0,5.3,3.6,3.9,4.4,4.9
hospital_assessment_fund,4.0,4.0,4.0,28.8,6.0,8.0,8.9,8.0,30.5,9.8,4.0,4.0
housing_trust_fund,21.1,21.8,21.2,20.7,20.6,19.5,19.2,18.9,18.5,17.8,14.0,14.0
other_funds,6.0,12.6,20.0,15.6,14.6,11.8,8.5,26.5,13.2,9.0,9.0,9.0
total_operating_funds,27.2,167.6,310.1,282.9,237.7,104.0,129.5,328.5,167.0,198.0,37.6,72.7
capital_improvement,165.5,172.9,164.7,155.1,152.0,149.4,133.4,140.3,135.3,130.9,124.9,118.9
industrial_commercial_dev,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.7,4.7,4.7,4.5,4.5
total_capital_funds,170.0,177.4,169.2,159.6,156.5,153.9,137.9,145.0,140.0,135.6,129.4,123.4
total_fund_equity,197.2,345.0,479.3,442.5,394.2,257.9,267.4,473.5,307.0,333.6,167.0,196.1
