category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
real_estate_tax,8.7,9.5,6.5,6.7,5.4,22.3,52.2,355.2,143.5,30.9,15.8,3.4
wage_earnings_net_profits,142.8,119.6,122.3,145.1,113.4,119.1,170.3,125.3,142.4,167.0,134.4,123.5
realty_transfer_tax,38.0,30.7,20.0,29.2,22.6,26.3,25.3,20.8,24.7,26.4,28.7,30.4
sales_tax,25.9,27.8,14.7,13.3,14.4,13.3,12.9,15.6,13.9,12.3,17.9,28.4
birt,5.6,2.3,15.8,16.7,1.3,12.8,27.2,5.1,42.5,270.5,46.8,7.5
beverage_tax,7.1,6.5,6.6,6.6,7.0,5.6,6.2,6.0,5.6,6.7,6.4,6.5
other_taxes,10.9,14.6,9.4,10.3,11.4,9.2,11.3,9.2,9.6,13.2,10.3,9.6
locally_generated_non_tax,27.0,28.3,27.5,22.7,30.8,22.2,32.2,21.0,26.2,20.1,27.6,25.0
total_other_govts,3.3,63.5,80.2,53.9,23.8,7.2,7.7,12.7,13.2,11.7,12.1,14.0
total_pica_other_govts,34.1,41.6,25.4,36.8,49.8,38.6,39.4,28.9,54.3,44.7,44.4,38.7
interfund_transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1
total_current_revenue,303.4,344.3,328.3,341.2,279.9,276.8,384.8,599.7,475.9,603.4,344.4,315.0
prior_year_revenue,32.3,23.3,16.4,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adjustments,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_cash_receipts,335.7,367.6,344.7,351.9,279.9,276.8,384.8,599.7,475.9,603.5,344.4,315.0
