category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
payroll,73.4,186.7,138.4,144.4,129.4,130.7,202.3,133.8,133.9,133.9,146.9,135.3
employee_benefits,47.8,48.5,49.6,51.5,48.9,66.8,47.0,53.5,58.8,53.8,53.5,59.9
pension,3.7,-5.7,4.2,69.6,-5.5,-2.3,-5.3,-3.1,497.1,113.1,-2.0,-2.5
purchases_of_services,38.0,55.6,55.4,63.1,84.9,62.9,55.7,58.3,83.0,80.5,72.3,92.2
materials_equipment,3.6,3.8,8.0,7.1,4.2,5.6,5.6,6.8,9.0,8.7,8.2,10.8
contributions_indemnities,16.7,5.5,56.3,5.6,15.8,48.2,4.7,2.8,55.6,4.8,4.1,62.1
debt_service_short,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,6.9
debt_service_long,111.0,0.5,0.0,0.0,10.1,7.2,29.2,0.0,0.6,0.1,0.1,3.5
interfund_charges,3.8,0.0,0.0,0.0,2.6,0.0,19.1,2.8,0.0,3.6,0.5,5.4
advances_misc_payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,10.7,10.7,10.7,10.7
current_year_appropriation,298.0,294.8,312.0,341.4,290.4,319.0,358.5,265.5,848.6,409.3,294.3,384.3
prior_year_expenditures_against_encumbrances,39.1,25.7,17.8,11.6,5.4,5.6,8.0,6.3,4.1,3.7,1.6,1.8
prior_year_salaries_vouchers_payable,90.5,27.8,-36.1,144.2,21.3,1.2,-9.5,9.5,0.0,0.0,0.0,0.0
total_disbursements,427.6,348.2,293.7,497.2,317.1,325.8,357.0,281.3,852.7,413.0,295.9,386.1
