category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
real_estate_tax,7.6,6.9,5.6,5.3,4.0,14.0,35.0,205.8,81.3,18.8,6.6,11.7
wage_earnings_net_profits,94.4,105.3,82.7,93.5,103.5,85.8,114.1,79.1,109.9,98.9,109.7,89.0
realty_transfer_tax,20.5,23.2,17.3,16.9,18.0,19.3,21.3,12.1,15.4,14.6,21.9,9.5
sales_tax,11.3,12.5,10.7,10.7,12.1,10.1,10.2,12.3,10.1,10.6,12.0,12.4
birt,5.0,2.7,12.1,20.9,1.3,17.0,9.6,1.5,26.4,184.7,153.0,25.8
other_taxes,5.3,7.8,5.0,4.0,4.1,4.3,5.4,54.0,4.5,8.2,5.5,11.2
locally_generated_non_tax,15.0,18.2,21.2,19.5,18.0,20.5,25.7,17.8,26.3,15.9,17.9,18.6
total_other_govts,0.0,116.0,105.7,88.4,22.5,17.9,34.2,972.0,103.2,57.2,111.2,7.3
total_pica_other_govts,16.3,27.8,0.0,22.4,24.5,0.0,32.3,40.8,24.9,9.8,34.8,3.8
interfund_transfers,0.2,0.5,0.5,0.0,0.5,0.4,0.0,0.9,0.5,0.5,0.0,21.6
total_current_revenue,175.8,320.7,260.8,281.6,208.5,189.3,287.8,472.7,402.5,419.2,472.6,210.9
prior_year_revenue,106.8,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adjustments,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.6
total_cash_receipts,289.2,345.8,260.8,281.6,208.5,189.3,287.8,472.7,402.5,419.2,472.6,203.3
