category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
payroll,73.7,111.6,99.0,99.2,136.1,96.3,103.8,117.3,109.4,109.4,111.0,117.6
employee_benefits,38.1,39.5,36.4,39.0,41.2,36.6,40.0,39.9,36.6,36.7,37.5,39.8
pension,3.7,-6.3,6.6,82.4,-4.4,-0.6,-6.0,0.0,377.9,101.1,0.0,0.0
purchases_of_services,53.1,46.2,51.3,74.4,47.5,45.4,39.9,55.2,74.5,81.1,47.8,48.1
materials_equipment,2.0,5.7,8.9,5.2,6.1,4.6,6.2,4.5,4.9,5.4,5.3,5.2
contributions_indemnities,11.0,7.8,8.7,1.8,5.2,12.0,3.1,3.2,3.1,3.2,49.2,3.1
debt_service_short,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
debt_service_long,53.1,7.7,0.0,0.4,6.1,5.4,30.7,8.3,0.4,0.8,0.4,6.5
interfund_charges,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
advances_misc_payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
current_year_appropriation,235.2,212.2,211.0,302.3,237.7,199.6,217.8,228.5,610.8,337.8,251.2,228.8
prior_year_expenditures_against_encumbrances,39.6,22.9,13.7,6.2,3.4,1.4,1.2,8.7,7.0,6.8,5.9,5.6
prior_year_salaries_vouchers_payable,67.0,-5.0,3.0,39.3,-53.9,49.9,-32.7,28.1,0.0,0.0,0.0,0.0
total_disbursements,341.9,230.1,227.7,347.8,187.2,250.9,186.3,265.3,617.8,344.5,257.1,234.4
