category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
payroll,77.3,198.1,100.3,143.6,188.6,127.6,189.3,143.8,144.5,144.5,157.6,155.5
employee_benefits,42.8,51.0,55.7,48.9,45.8,61.5,57.2,53.3,53.5,53.5,58.4,55.2
pension,3.5,-0.6,10.7,81.5,-0.6,3.2,-0.5,-2.7,632.8,-3.0,-2.2,-1.8
purchases_of_services,51.3,50.3,77.0,78.8,57.7,77.5,69.9,58.0,82.6,79.8,89.5,71.1
materials_equipment,4.3,4.1,4.7,10.8,6.0,6.7,6.7,8.6,10.8,9.7,9.1,12.0
contributions_indemnities,10.6,72.0,4.8,16.2,67.7,6.3,5.1,56.6,11.6,5.0,64.1,11.7
debt_service_short,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,5.8
debt_service_long,106.6,10.4,0.0,0.0,0.8,6.8,34.0,0.0,0.4,0.2,22.0,0.2
interfund_charges,34.6,10.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,4.2,0.5,33.6
advances_misc_payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.1
current_year_appropriation,330.8,395.3,253.3,379.8,366.2,289.7,361.7,320.9,956.3,313.9,419.0,363.4
prior_year_expenditures_against_encumbrances,44.2,36.0,23.7,14.0,5.4,4.4,5.5,7.1,4.6,4.1,1.7,1.8
prior_year_salaries_vouchers_payable,43.2,-64.3,60.2,89.3,5.0,-26.8,6.3,0.0,0.0,0.0,0.0,0.0
total_disbursements,418.2,367.0,337.2,483.1,376.6,267.4,373.5,327.9,960.9,318.0,420.8,365.2
