category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
real_estate_tax,7.8,9.5,6.1,7.0,7.3,14.4,48.9,333.1,112.2,25.5,10.6,8.1
wage_earnings_net_profits,109.9,131.7,110.1,125.7,114.5,96.7,157.2,113.2,121.4,143.4,116.0,108.3
realty_transfer_tax,25.6,19.0,17.8,22.8,16.8,20.0,19.5,13.6,18.7,19.3,18.9,21.0
sales_tax,25.1,27.3,11.7,11.8,13.8,11.9,11.3,15.2,10.7,11.9,13.8,18.4
birt,1.9,5.9,11.6,16.2,4.0,14.5,12.7,8.2,47.7,228.8,105.7,7.7
beverage_tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,5.4,7.7,7.7,7.7
other_taxes,9.9,12.7,9.2,10.2,9.7,9.5,9.8,10.5,7.3,13.5,10.0,8.9
locally_generated_non_tax,25.0,28.0,23.5,21.7,28.7,21.2,28.9,24.2,24.4,19.4,22.3,22.6
total_other_govts,11.9,57.3,78.7,56.1,7.5,6.5,12.0,25.0,11.5,13.6,17.8,22.1
total_pica_other_govts,29.7,33.8,31.8,17.8,31.3,39.0,31.8,38.4,32.8,29.5,37.9,39.3
interfund_transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5
total_current_revenue,246.7,325.1,300.5,289.4,233.6,233.8,332.1,583.8,392.1,512.6,360.8,294.6
prior_year_revenue,24.7,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adjustments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_cash_receipts,271.4,325.1,300.5,294.7,233.7,233.8,332.1,583.8,392.1,512.6,360.8,294.6
