category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
payroll,84.7,118.2,109.5,119.7,108.4,108.4,135.6,110.4,110.4,110.4,137.6,110.4
employee_benefits,46.4,44.4,41.6,42.7,37.7,46.0,44.5,35.7,37.6,35.6,36.8,35.3
pension,3.7,-2.3,-2.9,15.0,381.9,0.0,3.7,0.0,0.0,62.0,0.0,0.0
purchases_of_services,26.6,36.5,96.5,75.7,117.5,80.6,96.0,97.5,121.1,90.1,100.1,76.9
materials_equipment,5.2,2.7,9.4,5.7,8.2,6.9,6.4,6.0,7.0,6.5,6.8,6.0
contributions_indemnities,13.9,2.7,9.5,4.6,6.9,7.8,3.0,6.2,8.6,11.3,21.7,30.8
debt_service_short,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3
debt_service_long,16.1,4.5,10.2,0.1,5.2,7.5,10.7,7.3,9.1,4.7,12.3,12.1
interfund_charges,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2
advances_misc_payments,0.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_year_appropriation,196.6,229.8,273.8,263.5,666.0,257.3,299.8,263.0,294.0,320.6,315.2,313.9
prior_year_expenditures_against_encumbrances,52.3,36.0,25.2,10.3,7.0,15.1,9.1,3.5,6.5,5.6,3.6,4.2
prior_year_salaries_vouchers_payable,59.4,26.2,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_disbursements,308.3,292.0,305.6,273.8,672.9,272.4,308.9,266.6,300.4,326.1,318.8,318.1
