category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
real_estate_tax,9.7,6.4,6.5,5.2,5.2,10.7,27.2,199.4,101.7,22.4,7.7,10.0
wage_earnings_net_profits,99.6,103.7,85.0,85.9,107.1,87.4,103.7,83.6,91.5,93.6,108.2,89.8
realty_transfer_tax,14.8,16.7,12.6,10.0,6.7,8.9,11.1,7.4,9.2,9.9,10.5,10.8
sales_tax,11.0,13.1,10.6,10.3,11.7,9.5,10.0,9.1,8.8,9.8,10.9,10.4
birt,-1.3,3.7,15.4,7.6,-2.7,17.1,7.8,5.7,18.0,138.8,122.0,33.6
other_taxes,6.3,9.1,7.2,7.6,9.5,6.4,6.2,7.5,5.3,10.0,7.4,7.7
locally_generated_non_tax,18.5,23.7,39.7,14.0,20.7,15.2,15.0,22.4,27.5,26.3,40.6,32.4
total_other_govts,46.0,65.2,73.9,80.9,19.0,20.3,21.0,86.5,56.1,112.7,69.1,70.8
total_pica_other_govts,29.6,0.0,20.2,44.3,21.6,0.0,35.8,23.3,27.5,21.8,26.6,21.1
interfund_transfers,0.4,0.4,43.7,0.5,0.5,43.6,1.9,2.1,3.2,3.1,1.9,12.8
total_current_revenue,234.6,242.0,314.8,266.3,199.3,219.1,239.8,446.9,348.8,448.4,405.0,299.4
prior_year_revenue,85.5,45.2,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adjustments,-8.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_cash_receipts,312.1,279.2,314.8,272.5,199.3,219.1,239.8,446.9,348.8,448.4,405.0,299.4
