category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
payroll,84.7,118.2,109.5,119.7,108.5,148.0,108.8,109.9,109.9,109.9,137.3,108.9
employee_benefits,46.4,44.4,41.6,42.7,40.0,42.0,44.5,37.9,37.6,35.6,36.8,34.9
pension,3.7,-2.3,-2.9,15.0,388.9,-1.1,3.7,0.0,-1.0,62.0,-1.9,-3.0
purchases_of_services,26.6,36.5,96.5,75.7,49.0,94.5,121.0,104.3,121.2,102.9,110.0,89.5
materials_equipment,5.2,2.7,9.4,5.7,4.9,7.4,7.4,7.0,7.0,6.5,6.8,6.9
contributions_indemnities,13.9,2.7,9.5,4.6,2.5,9.2,2.9,6.1,8.6,11.2,26.1,29.3
debt_service_short,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3
debt_service_long,16.1,4.5,10.2,0.1,8.3,5.5,10.7,7.3,9.1,4.7,11.5,11.0
interfund_charges,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1
advances_misc_payments,0.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_year_appropriation,196.6,229.8,273.8,263.5,602.1,305.5,299.0,272.6,292.5,333.0,326.5,319.8
prior_year_expenditures_against_encumbrances,52.3,36.0,25.2,10.3,7.1,15.0,14.9,3.5,6.5,5.6,3.6,4.2
prior_year_salaries_vouchers_payable,59.4,26.2,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_disbursements,308.3,292.0,305.6,273.8,609.2,320.5,313.9,276.2,299.0,338.5,330.1,324.1
