category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
payroll,87.6,106.0,112.7,104.1,104.3,130.5,104.3,105.3,131.5,104.3,108.3,132.7
employee_benefits,39.1,41.1,40.2,41.2,35.9,43.7,40.7,36.0,38.5,34.8,35.8,33.7
pension,3.7,-2.8,13.4,49.2,0.0,0.0,3.7,0.0,196.2,86.7,0.0,0.0
purchases_of_services,22.2,29.6,92.6,129.4,99.9,77.0,87.9,86.3,99.3,81.1,91.2,73.4
materials_equipment,1.5,1.5,5.9,6.2,7.3,5.9,4.9,7.1,8.0,5.5,5.8,5.8
contributions_indemnities,5.7,0.5,11.5,9.8,3.5,7.0,2.6,5.5,7.7,10.1,25.7,24.1
debt_service_short,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,11.6
debt_service_long,8.5,29.7,0.0,5.0,3.2,7.7,12.4,7.3,3.4,6.2,14.7,10.8
interfund_charges,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4
advances_misc_payments,0.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
current_year_appropriation,168.6,230.3,276.3,344.9,255.6,271.8,256.6,247.6,484.6,328.7,281.5,294.3
prior_year_expenditures_against_encumbrances,46.1,0.0,16.5,36.6,16.3,18.6,8.2,3.2,5.9,3.7,3.2,2.9
prior_year_salaries_vouchers_payable,50.2,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_disbursements,264.9,243.3,292.8,381.5,271.9,290.4,264.8,250.8,490.5,332.5,284.8,297.2
