category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
payroll,71.0,113.0,102.2,101.4,142.8,100.4,116.5,101.8,111.1,102.8,140.8,103.3
employee_benefits,34.8,42.7,36.1,37.7,45.9,43.5,48.1,38.6,38.7,39.0,42.0,38.9
pension,3.7,-4.2,6.4,59.4,-4.8,-8.2,-1.3,-1.5,466.8,106.1,-1.5,-1.5
purchases_of_services,46.8,46.3,61.4,66.9,61.9,47.4,65.2,60.2,71.5,60.0,54.3,52.6
materials_equipment,3.9,4.7,7.9,5.8,5.5,5.3,7.0,4.4,6.0,7.0,7.2,5.7
contributions_indemnities,13.0,3.3,4.5,10.5,40.0,8.9,5.3,3.7,6.9,4.2,2.5,30.6
debt_service_short,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
debt_service_long,8.4,62.9,0.0,0.0,5.1,4.7,30.6,0.5,0.5,0.9,5.8,0.0
interfund_charges,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.3,6.2
advances_misc_payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0.0
current_year_appropriation,181.6,269.2,218.5,281.7,296.2,202.5,271.2,207.6,701.4,332.0,252.4,236.8
prior_year_expenditures_against_encumbrances,28.0,11.0,6.6,2.8,2.9,1.9,1.6,5.8,3.0,2.5,2.0,1.5
prior_year_salaries_vouchers_payable,31.3,49.6,-22.4,34.7,-36.5,42.5,-33.2,32.9,-19.6,29.1,-5.8,17.0
total_disbursements,240.8,329.8,202.7,319.2,262.7,247.0,239.6,246.3,684.8,363.6,248.6,255.3
