category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
payroll,83.2,110.2,113.9,104.2,103.5,142.2,104.6,99.1,107.0,99.1,100.1,147.1
employee_benefits,40.0,34.0,42.4,41.4,40.9,43.8,42.6,36.7,40.3,36.5,37.7,36.1
pension,3.7,-3.4,10.9,51.8,-3.2,1.2,3.7,0.0,327.1,100.7,0.0,0.0
purchases_of_services,52.9,68.2,63.1,66.6,93.3,97.0,88.8,87.9,108.4,90.0,96.4,77.5
materials_equipment,1.9,4.2,7.6,5.0,5.5,4.4,6.1,7.3,8.1,7.1,6.9,6.2
contributions_indemnities,15.1,5.1,3.4,8.9,2.2,9.9,1.5,4.7,7.1,9.3,25.8,12.4
debt_service_short,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
debt_service_long,34.7,1.1,11.1,0.6,5.6,5.9,5.1,21.7,1.2,0.6,13.0,9.8
interfund_charges,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
advances_misc_payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_year_appropriation,234.0,219.4,252.4,278.5,247.8,304.4,252.3,257.3,599.3,343.2,279.9,300.2
prior_year_expenditures_against_encumbrances,51.9,31.1,8.8,5.1,1.9,2.1,6.8,2.7,4.9,4.2,2.7,2.4
prior_year_salaries_vouchers_payable,55.2,45.9,-1.1,-0.9,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_disbursements,341.1,296.4,260.1,282.7,248.8,306.5,259.1,260.0,604.1,347.4,282.6,302.6
